timestamp_utc,label,config,git_commit,hit_rate_at_10,mrr,mttc,technical_score,notes
2026-08-27T14:37:17.524104+00:00,00_retrieval_only,config/ablations/00_retrieval_only.json,9492898,0.19,0.089026,9.235,,
2026-08-27T14:37:54.098916+00:00,01_plus_ranking,config/ablations/01_plus_ranking.json,9492898,0.29,0.136149,8.375,,
2026-08-27T14:38:44.477219+00:00,02_plus_state_intent,config/ablations/02_plus_state_intent.json,9492898,0.25,0.115034,8.66,,
2026-08-27T14:39:48.906036+00:00,03_full_adaptive,config/ablations/03_full_adaptive.json,9492898,0.65,0.38772,7.42,,
2026-08-27T14:53:26.258412+00:00,00_retrieval_only,config/ablations/00_retrieval_only.json,9492898,0.19,0.089026,9.235,,
2026-08-27T14:54:00.688112+00:00,01_plus_ranking,config/ablations/01_plus_ranking.json,9492898,0.29,0.136149,8.375,,
2026-08-27T14:54:50.851686+00:00,02_plus_state_intent,config/ablations/02_plus_state_intent.json,9492898,0.25,0.115034,8.66,,
2026-08-27T14:55:50.947039+00:00,03_full_adaptive,config/ablations/03_full_adaptive.json,9492898,0.65,0.38772,7.42,,
